"","Compound","Category","Concentration","Astrocyte","DistanceScore","PCA01","PCA02","PCA03","PCA04","PCA05","PCA06","PCA07","PCA08","PCA09","PCA10","Library"
"19","3.4-Dichloroisocoumarin","IR+ Compounds","1uM","AstroF",1.0986975807755,-1.33096425298323,-0.550424022263571,-0.813647986124926,0.317308336192377,-1.49281426327237,0.0181232844333584,0.243196028939312,-0.0578636406420584,-0.0211480319233391,-1.89744736256833,"PKE library"
"20","4-Amino-D. L-benzylsuccinic acid","IR+ Compounds","1uM","AstroD",0.978574129940074,0.540761337609543,-0.0856699768019955,-0.920962474364761,1.2370261686358,-1.13453256916826,0.00177772270878732,1.00919984986628,-0.387590471461731,0.695030846920399,-1.52646827841486,"PKE library"
"21","4-Amino-D. L-benzylsuccinic acid","IR+ Compounds","3uM","AstroD",0.847944808804608,-1.12994827544726,0.23859725079561,2.69487199497725,0.445665493137583,-1.0330135207888,0.554187696448649,-0.440442774224334,-2.01479605204669,0.884522619056147,0.714466720538742,"PKE library"
"22","4-Amino-D. L-benzylsuccinic acid","IR+ Compounds","3uM","AstroF",1.35077882484517,-1.38799918094597,-2.01186828345165,1.5158775473869,-0.13239452781858,0.9285053475656,-1.28535518005243,0.189229560427381,-1.42261377238835,-0.914703591825254,-0.451560482819814,"PKE library"
"23","4-Amino-D. L-benzylsuccinic acid","IR+ Compounds","1uM","AstroF",1.16484463210313,-0.133393502690133,-1.3156165846104,0.139931720212132,0.278542409099403,-0.988852368752995,-0.169815777991545,-0.581970022288234,0.111942828021275,-1.48864189530404,-0.297456372101301,"PKE library"
"24","5-Aza-2'-deoxycytidine","IR+ Compounds","3uM","AstroD",1.37361259744846,0.939675953647342,0.132572737263818,-0.53728534029578,0.757141526358945,0.596595652792004,1.23148746170349,-0.12715937630677,0.759586812687591,1.31549526861917,1.73902658474311,"PKE library"
"25","5-Aza-2'-deoxycytidine","IR+ Compounds","1uM","AstroD",1.23763405074761,1.41034645354095,-0.671163421449181,-0.566718593728344,0.621799661722958,0.0345165297866369,-0.601611277775099,-1.03792746406605,1.66367701783769,1.21536210718398,1.92038320099845,"PKE library"
"26","5-Aza-2'-deoxycytidine","IR+ Compounds","1uM","AstroF",1.49678319850364,-0.0224193453127212,0.204070270337319,0.582368419680584,0.280590052469335,-0.828873072791905,-0.617961256414009,-0.157061008766507,-1.6012504720323,-0.372445468833454,-0.153716419957262,"PKE library"
"27","5-Aza-2'-deoxycytidine","IR+ Compounds","3uM","AstroF",1.31911440735021,-0.0229244379430059,1.17175967178943,1.00536508496421,1.42006244993711,-1.35424553709389,0.396864955377244,0.4943052833293,-0.656348392272102,1.18655458807548,0.460710455763685,"PKE library"
"28","5-Iodotubericidin","IR+ Compounds","1uM","AstroD",1.04944205697317,-0.940800863879879,1.58466027271861,-0.931647329575322,2.25177415245786,-0.410813614128966,-1.61115672300862,-0.0168365663659495,1.50548183439239,0.296802200514713,1.39733977908265,"PKE library"
"29","5-Iodotubericidin","IR+ Compounds","3uM","AstroD",0.294992565973424,-2.68036617465464,0.0320365442365001,1.97521830467413,3.00227194290563,-0.162995265490655,0.589836414842922,1.99632225329664,-0.972695876591275,-2.22645409672615,0.0166384323526472,"PKE library"
"30","5-Iodotubericidin","IR+ Compounds","1uM","AstroF",1.09675675851205,1.07846251896315,-0.0831310333629552,-0.0330339333651237,-1.21648082860792,-0.612090401790898,0.0867500324984011,-1.50184508781201,0.734529264789532,1.80352925059124,-0.0160377426802111,"PKE library"
"31","5-Iodotubericidin","IR+ Compounds","3uM","AstroF",0.801928196233611,1.09442174951871,0.766782414722391,1.68424618945938,0.637295835581415,-0.0966019282207746,3.31821120643886,-3.75127435608649,1.73216418216767,-2.73355889341707,1.27721763117931,"PKE library"
"32","5-Nitroisatin","IR+ Compounds","3uM","AstroD",0.831331918451445,1.79550085252982,-0.77747056649712,1.24396705698338,-0.112415761278315,-0.272822980077086,0.92302995052802,1.41309027733303,1.53139358661472,-0.604901888299576,-0.151733294413242,"PKE library"
"33","5-Nitroisatin","IR+ Compounds","1uM","AstroD",0.751577072159548,0.250881705184464,-1.31048588650109,-0.926833013924555,0.527943283515432,-0.484117848400445,-0.445997446822354,-0.965502050236913,1.2015224570372,-2.10855075208487,-0.890367992588045,"PKE library"
"34","5-Nitroisatin","IR+ Compounds","1uM","AstroF",1.04504224090283,0.0641325151251777,-0.83691067672761,-0.245336233043372,1.11475692486852,-0.0105541920374999,-0.644369031079229,1.31228183311512,1.57388671705145,0.446067447573664,0.0375518193519998,"PKE library"
"35","5-Nitroisatin","IR+ Compounds","3uM","AstroF",0.983955440058691,-0.457084969183075,-0.0833496194240813,2.23832357637841,0.324796858182389,0.412913585007629,-0.343689397774154,-0.0926018313462927,1.24325797154341,-0.0620814090543184,3.48115244005897,"PKE library"
"36","5.6-dichloro-1-Î²-D-ribofuranosylbenzimidazole","IR+ Compounds","3uM","AstroD",0.964987459903378,-0.852547760494876,-0.238467968139499,-0.146481697828011,-0.15827735262506,0.0473171108569217,0.928871191125279,-0.887992286570113,-0.618797660589634,-0.767162959602862,0.0881721449262489,"PKE library"
"37","5.6-dichloro-1-Î²-D-ribofuranosylbenzimidazole","IR+ Compounds","1uM","AstroD",0.520317421831773,-1.64251927763778,-0.025326075800279,1.42752158601734,0.249345065204549,0.214155346784571,-0.201397208308609,0.451697561762567,-1.30818228069026,-1.1827512399852,-1.65278411916105,"PKE library"
"38","5.6-dichloro-1-Î²-D-ribofuranosylbenzimidazole","IR+ Compounds","3uM","AstroF",1.15898746534024,-0.368945283455273,0.632443995630229,-0.591026688310089,0.277539825854409,0.955050276682189,0.306668262211075,-0.549669908699773,0.998455193413793,0.661261333181785,-1.56491305447534,"PKE library"
"39","5.6-dichloro-1-Î²-D-ribofuranosylbenzimidazole","IR+ Compounds","1uM","AstroF",1.0027274554707,-0.0802475789652624,1.54247486884679,0.892751423397163,1.29882419288081,-0.983254872615316,-0.0440761806053709,1.30046939777785,0.4397389786899,-0.0807932409564624,1.12991535927295,"PKE library"
"40","AAF-CMK","IR+ Compounds","3uM","AstroD",1.29723756925955,0.0298772287154728,-0.976767823148611,-0.425285971702601,-2.70294945774733,-2.42086641713022,-0.815082829681826,-0.10597658811205,-0.640092329096183,-0.963267159037723,0.609826500370461,"PKE library"
"41","AAF-CMK","IR+ Compounds","1uM","AstroD",1.01520735461412,0.31651353760241,0.304226945317931,-0.678523603809745,-0.11588634593872,0.168967872657163,1.17538375370079,0.0150807528783489,0.807318225267681,-1.12722738467377,0.237996654865336,"PKE library"
"42","AAF-CMK","IR+ Compounds","3uM","AstroF",1.60254002693803,-0.592385527354471,-1.07611271068527,1.09204542854749,0.510933161890314,0.685643900064676,-0.570833367797373,-0.19134886216188,-1.23173513944608,0.0774313869006423,-2.30397855789989,"PKE library"
"43","AAF-CMK","IR+ Compounds","1uM","AstroF",0.551330113796016,0.299750274648403,1.41263206766663,-1.09934434188795,-0.795555866168565,-0.436254206692762,-0.00954827734966517,0.125445316403751,0.384831846303401,-0.581736300699526,-0.264566430693683,"PKE library"
"44","Acivicin","IR+ Compounds","1uM","AstroD",1.01940515570988,0.741070303363876,0.562326542067347,-0.524921456752396,-0.221359754008439,1.54421243365791,1.0000858035702,0.0242477228712892,0.273741461241051,0.180609008594477,0.316273050063332,"PKE library"
"45","Acivicin","IR+ Compounds","1uM","AstroF",1.44580737447321,1.20329594024674,1.16237191203928,0.608166301933272,0.0608047133471003,0.151611219866993,-0.834512492210521,0.401579255319449,0.25214976924916,0.513123955703269,-0.302240453123458,"PKE library"
"46","Acivicin","IR+ Compounds","3uM","AstroF",0.717018743820006,-0.291904332450586,0.157722952128902,0.547081158449917,-0.381710975152123,0.103467468530443,0.353316199136674,0.696467786569533,-0.834210855857099,-0.840306636336749,0.274265061400038,"PKE library"
"47","Actinonin","IR+ Compounds","1uM","AstroD",0.994836125434217,-0.473221547782596,1.45485387495884,-0.766827156935393,0.931080509383523,1.29586931656889,-0.00999658413064265,0.644021273107689,1.27383900354215,0.149526398122002,0.132838636931626,"PKE library"
"48","Actinonin","IR+ Compounds","3uM","AstroD",0.900511743258265,0.677329021883542,-0.110682855051542,-0.415064204510545,1.66070114828196,1.95220914109582,-0.438535516122616,-1.12363432949897,-0.590606890521983,0.738423646436157,-1.08810807125892,"PKE library"
"49","Actinonin","IR+ Compounds","1uM","AstroF",1.18800678570738,0.709373356557788,1.30189464110414,0.463538098117095,1.56172774817133,-0.619502367424182,-0.236612253190673,1.02259296507872,-0.19017023900748,-1.00631717550909,0.351606371102362,"PKE library"
"50","Actinonin","IR+ Compounds","3uM","AstroF",1.00666602592296,-0.75890980450313,0.567967866589155,1.15670752177861,-0.973696357865052,0.848983302190824,1.24738548997385,0.648319061410498,-0.676041886250849,0.6838353024368,-0.742723241689958,"PKE library"
"51","AEBSF·HCl","IR+ Compounds","3uM","AstroD",0.978599428113438,-1.49280430387292,-0.860582310493483,1.43485861354633,-0.380763334677387,-0.626426958980281,0.584366263608088,-1.23333545020511,1.24090877959509,-0.933737460154637,0.515814664293939,"PKE library"
"52","AEBSF·HCl","IR+ Compounds","1uM","AstroD",0.896199787151441,0.0910290244427252,0.281317140220185,-1.15248524367239,0.690444755327061,0.797215188665807,1.07562495121943,-1.13127394002049,0.712245138497274,-0.763318590850708,1.44333177758391,"PKE library"
"53","AEBSF·HCl","IR+ Compounds","3uM","AstroF",0.961585129961807,0.79193292286349,2.75994080091783,0.87904894517697,-0.1033258152156,-0.634126063146019,0.175904955271451,0.740696364696081,2.14839313809046,-0.170427525898817,-1.49213492950889,"PKE library"
"54","AEBSF·HCl","IR+ Compounds","1uM","AstroF",0.855444645230184,1.05938630080179,1.53675039374999,-0.707568228925014,-0.517534086848384,-0.716036286040248,-0.597830445395916,-0.743272989946992,1.3437020785641,-0.336062871687698,0.13407301176183,"PKE library"
"55","AG-126","IR+ Compounds","1uM","AstroD",1.30228698641472,-1.02792463522554,1.00466083064122,-1.20999825509726,0.537584249860398,-0.559516227950311,-0.276896077150189,-0.458629507534827,-0.0699492300377726,0.64241939704528,-0.483124257655703,"PKE library"
"56","AG-126","IR+ Compounds","3uM","AstroD",0.839071889408798,1.69567274364973,0.402694946225854,-0.703654917048029,-0.843359746850927,2.84786719948606,1.18424002415666,1.98858953195295,-0.0412591124766817,-0.95809002692128,-0.329637934284101,"PKE library"
"57","AG-126","IR+ Compounds","3uM","AstroF",1.4909648029849,1.05300383242779,2.90401015361574,1.47649911135445,2.1899987205095,-0.909864134006234,-0.737367536908947,1.27216787080825,-0.15946641083866,1.23660880534292,-1.34672459987817,"PKE library"
"58","AG-126","IR+ Compounds","1uM","AstroF",1.12769780545422,0.0273530330558398,1.09088646477987,0.924920585823885,0.043106469692971,-0.641992289641693,0.846230748187764,0.359634445571328,-0.226304379091955,0.737050819838103,-0.0614721038433154,"PKE library"
"59","AG-1296","IR+ Compounds","3uM","AstroD",1.61008428674383,0.403419461452058,0.0917744635491838,-1.05759228928491,0.162539203237458,-0.229755019833259,-0.429190604365272,-1.55287816992774,0.849089386655657,1.55987658332988,0.83903719993442,"PKE library"
"60","AG-1296","IR+ Compounds","1uM","AstroD",0.735066227424738,-0.286074648914984,-0.628178022936699,0.672434116006684,-0.294526732024753,0.376809531720828,-1.45726574879705,0.223641807111385,-0.016085567571971,-0.399893373012362,0.782923367861813,"PKE library"
"61","AG-1296","IR+ Compounds","3uM","AstroF",1.41581268201234,-0.261168439428546,-0.319962856503506,-0.121748837565378,0.559221510650158,0.720755341504972,-0.962960439024626,-0.889177196487218,0.287661022213615,-0.791141511439736,-0.91097818434879,"PKE library"
"62","AG-1296","IR+ Compounds","1uM","AstroF",0.570438211442601,-0.621107451908562,0.697889967786291,0.186150163771663,-0.668492448696658,-0.072935301001461,-0.499373958891447,0.452513049737509,0.280188323409248,-1.27382440185573,0.621086724885552,"PKE library"
"63","AG-370","IR+ Compounds","3uM","AstroD",1.08079034032528,-1.22637289856485,1.72644883749617,0.995138394551494,0.716038012492298,-1.28373441915334,-0.338231804912367,0.0423056850215126,0.574925938064721,-0.562232713003433,1.37308755475963,"PKE library"
"64","AG-370","IR+ Compounds","1uM","AstroD",1.03182752862486,0.0196603495119354,1.14156776452897,0.962290958740781,0.186484184026532,0.494370899698971,-0.439274324366722,-0.226854247530275,0.592034294629071,-0.420664166406011,0.167902278728304,"PKE library"
"65","AG-370","IR+ Compounds","3uM","AstroF",0.978284296990884,1.32747459958926,-0.588111521748885,0.282272108783246,0.0830624507509148,-1.56443300921339,0.686620376305975,-1.74611197378375,1.25360863840063,-0.312337880076339,-0.48294669277751,"PKE library"
"66","AG-490","IR+ Compounds","1uM","AstroD",1.30080606160538,-0.199885371753858,0.302356705397879,-0.750956935852989,-0.331341076208512,-0.484261501836993,-0.125385218909797,0.768897604403239,-0.479036762537315,0.415430950435573,-0.405904303296411,"PKE library"
"67","AG-490","IR+ Compounds","3uM","AstroD",1.03389696514705,-0.823449000336266,-0.802017242020666,1.30961171703267,0.426614117654584,-1.69750076506015,-0.279633146763478,-0.619892085403685,0.530419563429016,1.43796415687731,0.295086652753446,"PKE library"
"68","AG-490","IR+ Compounds","1uM","AstroF",0.796136109824069,-2.54483970571002,-0.765414094645359,-1.24373565691672,1.23584962971012,-1.51318232587117,0.117433441137694,1.38436496876165,1.67246159021053,-0.455429689034427,-1.13724883747612,"PKE library"
"69","AG-490","IR+ Compounds","3uM","AstroF",0.720763185540104,9.74946313206518e-05,-1.85068553276793,-1.70927408348634,0.812734135194422,-0.651889259725612,0.173010157734789,-0.87932399884534,0.255864479868253,-1.76382148412353,-0.824139141895128,"PKE library"
"70","AG-494","IR+ Compounds","1uM","AstroD",1.20786010100957,0.912914664046082,-1.04124083312113,-0.846368687566752,0.261145962592281,-1.52179111349406,-1.42236706766634,-2.29765162563343,-0.303247757536387,0.286748029780279,-1.02042993554375,"PKE library"
"71","AG-494","IR+ Compounds","3uM","AstroD",0.583675277166502,-1.20292117837789,-1.16701475017158,-0.498736519936666,2.44179354260455,1.08061339133642,-4.96930640325303,0.628972971728739,0.909958936405528,-1.32580989152385,-0.0424148865116036,"PKE library"
"72","AG-494","IR+ Compounds","3uM","AstroF",0.956281973632579,0.53337149716303,0.989610085781547,-0.435644888454175,-0.284983460973373,-0.478011094634421,0.781520889036529,-3.48043531125487,1.10167641997071,0.800448999159783,2.31160000905301,"PKE library"
"73","AG-494","IR+ Compounds","1uM","AstroF",0.681279628114745,0.0981091790065902,1.19595011127922,-1.40384385733879,1.15907842798166,-0.378000942572131,-0.628052028794135,-0.138947388215969,1.34475186390954,-0.0910605687968082,1.80121607021605,"PKE library"
"74","AG-825","IR+ Compounds","1uM","AstroD",0.926033996916642,-0.132628394865425,-1.06271133752487,-0.414020980862221,-0.348961060756837,0.859518548983964,-0.278424007303779,-0.807981862995436,0.706125864779023,-0.0314897143149047,0.689883563082155,"PKE library"
"75","AG-825","IR+ Compounds","3uM","AstroD",0.767174259876678,0.51288500135905,-0.700091125221368,-1.24302117599305,1.27218573325409,-0.622746573611318,0.428147541372728,0.209429019498684,0.0670639747193814,-0.481578302073534,-0.9704486254934,"PKE library"
"76","AG-825","IR+ Compounds","3uM","AstroF",1.0249606190465,0.819482008962656,0.736022239972271,0.385262785755538,2.204060527486,-0.596053547025319,-1.14273970663045,1.85167695275137,0.204975785437858,-1.35277248648767,0.882119479543168,"PKE library"
"77","AG-825","IR+ Compounds","1uM","AstroF",0.931435129184373,0.25516306900575,0.278074897680366,0.0108152129696576,1.56709492850085,-0.317056123322505,0.428706665806429,-0.076619980426762,0.925173354719244,-1.37484838141398,0.702196579993745,"PKE library"
"78","AG-879","IR+ Compounds","1uM","AstroD",1.10699406300085,0.957126751417547,0.301046726779791,1.06645895567596,0.14548184840192,0.577329192349699,0.147805871233758,-0.360497717186637,-0.0188930546428975,0.870613940370389,0.921561228358547,"PKE library"
"79","AG-879","IR+ Compounds","3uM","AstroD",0.838005317783919,0.189472608819768,-1.37405837405803,0.511552601188581,-0.536561464606853,-0.127739685450485,0.0584954656350063,0.801717272356154,-0.109461291840075,0.933271840778342,1.63330089578673,"PKE library"
"80","AG-879","IR+ Compounds","3uM","AstroF",0.780825769629224,-0.914405306053853,0.819004111374894,-0.757232047132527,-0.283824025436304,-1.4654496061583,-0.655352559181871,-0.205581039515035,0.518917834407852,-0.70764195621598,-0.55073102925568,"PKE library"
"81","AG-879","IR+ Compounds","1uM","AstroF",0.772786978852107,-1.29412792245716,0.45976733404637,0.248705507400135,0.453970037058472,0.0942294288885859,-0.0787710571634562,0.550247886582682,-0.027607701815946,0.391501674720637,0.860158761516414,"PKE library"
"82","AG957","IR+ Compounds","3uM","AstroD",1.20881970131757,0.398307709180279,-1.25667181343682,-0.408078584840106,-0.346989237490989,-0.413866369253383,-0.787561736085124,-1.08861157064554,-0.747025648937848,0.674674118372624,-0.0227704849562215,"PKE library"
"83","AG957","IR+ Compounds","1uM","AstroD",1.07636624253929,-1.89590870068196,0.21099940425706,1.24763085798237,1.24570314807088,-0.965592022247695,-1.99134817889791,-1.28328595573919,1.19235672772082,0.684339196968841,-0.680756682517091,"PKE library"
"84","AG957","IR+ Compounds","3uM","AstroD",0.873628638554165,-0.640058666343973,0.162439460810269,-0.257851559277513,1.77985114651205,-0.699999768991459,-2.34194013441034,-1.29366688327518,-1.52354790062921,-0.160868170078355,-0.140306898944449,"PKE library"
"85","AG957","IR+ Compounds","1uM","AstroD",0.479762545025998,-0.123201778177553,-1.9846004503804,-0.958485367162016,1.48787450126771,-0.768081445100857,-0.971829927325247,-2.59265648613394,-2.5024566269929,-1.52018871841064,0.571196352467941,"PKE library"
"86","AG957","IR+ Compounds","1uM","AstroF",1.04954641384893,2.17327325080569,-0.618347276369074,-1.01344854491016,-0.79311687636183,0.205716164038651,0.0748501706120922,-0.47616732782312,-1.18123636655603,0.192918701513921,-0.0587632106744642,"PKE library"
"87","AG957","IR+ Compounds","3uM","AstroF",1.04892168091962,-0.232324439440855,-1.05646516169421,-0.216678467632487,-0.0664017123042037,-1.02642436948219,1.15373572967647,-2.00817923888927,-0.0592969786298482,-0.475129029463323,-1.89910850201868,"PKE library"
"88","AG957","IR+ Compounds","3uM","AstroF",0.788147768004564,0.221199593872607,-0.72932084507427,-1.15947882297042,0.178050085231046,1.49838030516495,0.733031305216741,-0.0500242344506837,-1.39407754850032,-0.338392512912019,0.949167409313054,"PKE library"
"89","AG957","IR+ Compounds","1uM","AstroF",0.543743944888661,0.206062976197756,-1.07259140367556,-1.91116545409089,-0.325771847072216,-0.0763027941661787,0.305955154415287,-0.482048189649376,-0.490144225418035,0.148931094774555,0.907793338485944,"PKE library"
"90","AGK2","IR+ Compounds","3uM","AstroD",0.817897607230123,-1.41727406187969,-0.239683981266704,-1.12638529905385,1.95622725152829,0.66188493615314,0.317773388566735,-1.38377194330528,-0.359229261689625,-0.250793728264238,-0.0123854564119232,"PKE library"
"91","AGK2","IR+ Compounds","1uM","AstroD",0.776194491382996,0.375334704966163,-0.424882753249537,0.889335964082334,0.234714259295063,-0.288063373112118,-0.335695928874092,-0.162004622862453,-0.389968607906889,0.130331198686345,-0.389569639972651,"PKE library"
"92","AGK2","IR+ Compounds","3uM","AstroF",0.784032319564623,-0.601699317088627,-0.299508041491674,-1.23699829524828,0.801214732797135,-1.18590494105622,-0.0677229516676315,-1.23906774314492,0.448548275173251,0.0661624972269734,2.75460115595229,"PKE library"
"93","AGK2","IR+ Compounds","1uM","AstroF",0.738831524817667,0.283832993492848,0.443341327812164,-0.853461831304609,-0.538882254945993,-0.575009564425223,0.149166546895776,-1.38853226027939,-0.316731456507692,0.632015373379173,1.3308714615131,"PKE library"
"94","Aminoresveratrol sulfate","IR+ Compounds","3uM","AstroD",1.14205133401754,0.555713827189969,0.118886107847198,0.366295610140145,0.557701795558572,-0.368241053338371,-0.127911585016806,-0.232810956076769,0.217343036994042,0.0274518394669409,-0.0550935145569827,"PKE library"
"95","Aminoresveratrol sulfate","IR+ Compounds","1uM","AstroD",0.699571399151258,-0.775061319831201,1.79504407406794,0.305244709208072,1.01153326233749,0.955971945672942,-0.403876120072826,0.136870656920823,-1.84043780621082,0.0441405946404041,-0.0222049055073414,"PKE library"
"96","Aminoresveratrol sulfate","IR+ Compounds","1uM","AstroF",1.32960823656556,0.090511723257441,-0.831592148564583,-0.618394535336482,1.22994126353189,-0.594776953895619,-1.03078563169868,-1.25607667052473,0.364744680752193,-0.843543319529523,-0.0795104155614271,"PKE library"
"97","Aminoresveratrol sulfate","IR+ Compounds","3uM","AstroF",1.24378878819153,0.737540173482619,-0.330027394081818,-0.641769263011333,-0.165390470489683,0.998333061570271,-0.624279484811368,-0.739147616158858,-0.655909959383478,0.781659113606417,0.911377071817052,"PKE library"
"98","Anacardic acid","IR+ Compounds","3uM","AstroD",1.21874417450198,-0.218238202253159,-0.517946291044008,0.697912960716215,-0.283286757773257,-1.59160392125714,-0.407326338922102,-1.04753859416994,0.468451307192195,1.25227087235241,-1.94467108229008,"PKE library"
"99","Anacardic acid","IR+ Compounds","1uM","AstroD",1.19144221769991,-0.64425713436916,-0.122548783040186,-1.01245750095413,0.680465012674046,-0.937108096587601,0.0127787519025089,-1.60481628900936,0.829933882776789,-0.244346348592012,-0.778797182989738,"PKE library"
"100","Anacardic acid","IR+ Compounds","1uM","AstroF",1.0358317096532,0.361039560765414,-1.40741904290508,-0.169160699816723,-0.64248795114035,-1.32032768041056,-0.71567307414335,-0.344291823683451,2.02928587968392,-0.160368007868202,-0.699113961395645,"PKE library"
"101","Apicidin","IR+ Compounds","3uM","AstroD",0.902655479119072,-0.443749751888195,0.0405258915697029,-0.945413697013884,-0.526479379287478,0.207876244719817,-1.26129455158954,0.0347354912486311,-0.295178376780593,-0.780395681612682,-0.671187241613236,"PKE library"
"102","Apicidin","IR+ Compounds","1uM","AstroD",0.749506741444798,-0.894363821657626,0.366934721552578,1.63286049531612,-0.0510752887968014,-0.505098718279124,1.27602785510974,-0.610289791195989,0.1820032647632,-2.97392994897756,-0.971874008058638,"PKE library"
